[10-Mar-2014 21:34:43 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[11-Mar-2014 21:34:54 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 160
[12-Mar-2014 21:34:50 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 160
[13-Mar-2014 21:34:41 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[16-Mar-2014 21:34:48 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[16-Mar-2014 18:43:02 America/Los_Angeles] WordPress database error MySQL server has gone away for query UPDATE wp_votes_recommend SET lastemailtime = '1395020522' WHERE user='1674' made by W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[16-Mar-2014 18:43:02 America/Los_Angeles] WordPress database error MySQL server has gone away for query SELECT ID FROM wp_votes_recommend WHERE user='1677' made by SetRecommend, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[16-Mar-2014 18:43:02 America/Los_Angeles] WordPress database error MySQL server has gone away for query INSERT INTO wp_votes_recommend (user, showreplace, showcrosslist, sendemail, dontemail, reminddays, lastemailtime, bannedtags) VALUES(1677, 0, 1, 1, 1, 21, 0, '')  made by SetRecommend, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[17-Mar-2014 21:34:43 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 160
[18-Mar-2014 21:34:43 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[19-Mar-2014 21:34:42 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[20-Mar-2014 21:34:54 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 160
[23-Mar-2014 21:34:43 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[24-Mar-2014 21:34:46 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 160
[25-Mar-2014 21:34:44 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[26-Mar-2014 21:34:43 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[26-Mar-2014 22:42:44 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[27-Mar-2014 21:34:43 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[27-Mar-2014 22:42:45 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[30-Mar-2014 21:34:44 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[30-Mar-2014 22:42:45 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[31-Mar-2014 21:34:43 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[31-Mar-2014 22:42:44 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[01-Apr-2014 21:34:45 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[01-Apr-2014 22:42:42 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 159
[02-Apr-2014 21:34:44 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 160
[02-Apr-2014 22:42:49 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[03-Apr-2014 21:34:42 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[03-Apr-2014 22:42:47 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[06-Apr-2014 21:34:45 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[06-Apr-2014 22:42:42 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[08-Apr-2014 03:30:55 Europe/Berlin] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[07-Apr-2014 21:34:44 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[07-Apr-2014 22:42:46 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[08-Apr-2014 21:34:45 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 160
[08-Apr-2014 22:42:45 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[09-Apr-2014 21:34:43 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[09-Apr-2014 22:42:42 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[10-Apr-2014 21:34:47 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[10-Apr-2014 22:42:45 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[13-Apr-2014 21:34:44 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 160
[13-Apr-2014 22:43:00 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[14-Apr-2014 21:34:45 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[14-Apr-2014 22:42:49 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[15-Apr-2014 21:35:03 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[15-Apr-2014 22:42:51 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[16-Apr-2014 21:34:57 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[16-Apr-2014 22:42:52 America/Argentina/Cordoba] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[17-Apr-2014 21:34:42 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[13-Jul-2014 21:34:39 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[21-Jul-2014 03:30:34 Europe/Berlin] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[22-Jul-2014 03:30:34 Europe/Berlin] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 160
[23-Jul-2014 03:30:35 Europe/Berlin] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[24-Jul-2014 03:30:38 Europe/Berlin] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 158
[25-Jul-2014 03:30:57 Europe/Berlin] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 161
[10-Aug-2014 21:34:34 America/New_York] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in /var/www/html/voxcharta/wp-content/plugins/vote-it-up/recommend-cron.php on line 157
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error Query execution was interrupted for query SELECT user_id, meta_key, meta_value FROM wp_usermeta WHERE user_id IN (428) made by get_userdata, get_user_by, WP_User->init, WP_User->for_blog, WP_User->_init_caps, get_user_meta, get_metadata, update_meta_cache, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '962' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '802' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '3526' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '1123' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '4656' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2816' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '3258' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '1591' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2375' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2556' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '3902' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2062' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '1374' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2588' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '1520' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '728' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '285' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '1929' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2347' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '4114' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '4079' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2241' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '4484' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '935' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2538' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2939' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '3592' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '4510' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2529' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '1049' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '3837' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2361' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '3083' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '2099' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '1292' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '4883' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '4759' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '4370' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
[14-Aug-2014 01:01:58 Europe/Berlin] WordPress database error MySQL server has gone away for query SELECT * FROM wp_users WHERE ID = '3101' made by get_userdata, get_user_by, WP_User::get_data_by, W3_Db->query, W3_DbCache->query, W3_DbCallUnderlying->query, W3_Db->query, W3_DbProcessor->query, W3_Db->default_query
